Month,Assets Under Management,Net Profit Margin,Customer Churn,Cost Per Acquisition,Stocks,Bonds,Real Estate,Mutual Funds,Monthly Inflow,Monthly Outflow,Customer Age,Customer Age Group,Customer Feedback
23-02-2023,1127210,16.24586303,8.890396144,890,298016,410379,410449,311185,268427,141475,32,31-45,Neutral
24-02-2023,6851292,8.418507613,5.71094838,135,456770,225726,255944,348310,286824,350287,59,46-60,Good
25-02-2023,9928369,14.65608492,1.322412288,649,333729,429616,207286,431383,142129,431616,55,46-60,Neutral
26-02-2023,9470305,18.83597747,3.007485592,171,84225,144428,91108,184078,465805,444276,21,18-30,Poor
27-02-2023,1020063,12.44691318,5.055823278,667,184618,367377,212739,182076,149891,167005,48,46-60,Poor
28-02-2023,7025857,16.00418604,7.279529671,266,96622,444265,332775,490796,109982,390682,56,46-60,Good
01-03-2023,4661721,19.56655616,2.977770194,320,155665,153487,139652,187039,201359,143795,54,46-60,Good
02-03-2023,7369900,15.35621211,9.786316957,175,470919,117837,344565,253036,219075,445185,53,46-60,Neutral
03-03-2023,4681866,6.536580346,3.867024324,821,437332,245832,72419,478062,306783,162159,44,31-45,Good
04-03-2023,9127448,8.668393264,5.792321862,310,184736,310831,224385,68879,153074,203796,61,61+,Poor
05-03-2023,7866194,13.92644656,1.170697463,327,403845,276105,117579,52261,225277,419310,55,46-60,Neutral
06-03-2023,1712060,9.133337231,8.964016493,836,212171,370642,182774,471556,132185,228311,64,61+,Excellent
07-03-2023,8973469,19.36312558,8.099511882,552,132015,426861,481931,248345,285550,238312,25,18-30,Neutral
08-03-2023,1195423,11.08028051,2.759122039,865,365228,435810,93889,344467,312395,181542,27,18-30,Good
09-03-2023,6060355,11.85845609,9.399130221,586,485535,160601,455978,348008,167325,80553,64,61+,Good
10-03-2023,6827474,15.5240314,3.842557874,767,171600,277757,84155,320071,221089,188381,53,46-60,Good
11-03-2023,6164005,12.86374597,7.229676595,573,56140,288738,177782,478428,100584,355756,29,18-30,Neutral
12-03-2023,4695451,10.7321895,8.370786862,974,494107,217038,194454,132256,270018,418817,41,31-45,Excellent
13-03-2023,5053564,6.149568127,7.668230151,760,431756,486921,404336,397047,217888,144459,51,46-60,Excellent
14-03-2023,6798005,13.94668384,9.258245056,929,334285,441291,79852,485143,360525,367948,54,46-60,Excellent
15-03-2023,2808773,18.01370046,8.778472843,890,493910,166052,178329,171686,230747,121154,51,46-60,Neutral
16-03-2023,4181223,15.28643663,9.951503627,589,308973,289109,163417,366294,347102,251178,52,46-60,Good
17-03-2023,4113336,10.72242515,2.643502713,475,333772,234717,98843,419311,409467,309113,53,46-60,Good
18-03-2023,4709776,6.915890969,3.742856211,330,424542,249303,367122,239719,227276,266218,42,31-45,Neutral
19-03-2023,4258217,17.2450728,6.726032807,801,470459,308561,344274,63056,326940,220689,26,18-30,Excellent
20-03-2023,4010935,19.12622543,7.597424673,324,113747,253253,453404,454078,475844,226470,24,18-30,Good
21-03-2023,6411410,10.82409486,5.811445491,574,133525,402785,340412,60798,471462,337771,41,31-45,Poor
22-03-2023,3326248,15.92963284,1.665355284,676,115198,236104,405486,418635,258095,344837,34,31-45,Good
23-03-2023,4111652,11.1614516,8.574357041,719,437771,385829,491114,240130,322349,110971,26,18-30,Poor
24-03-2023,4627626,12.53400408,9.647869204,179,356914,196104,164629,101747,114469,278579,49,46-60,Excellent
25-03-2023,8690564,17.54714571,4.649651594,744,189009,245293,489834,85738,443484,265626,49,46-60,Neutral
26-03-2023,9730406,6.251365133,3.023312335,785,237076,203315,337970,282645,465204,422222,63,61+,Excellent
27-03-2023,9460803,12.95503023,1.173823795,675,276311,95915,344139,241017,238527,416371,25,18-30,Excellent
28-03-2023,7479508,8.21930412,3.135691325,309,357762,421106,185534,329371,294437,421134,32,31-45,Neutral
29-03-2023,4216105,10.09708918,7.299268974,396,416964,257041,84804,215465,428742,428178,33,31-45,Poor
30-03-2023,5110583,14.66643237,9.204304489,709,263213,329523,269397,133800,160698,165567,41,31-45,Neutral
31-03-2023,3576209,5.408426185,1.841617598,271,365247,384545,204245,176531,256173,382821,58,46-60,Poor
01-04-2023,2096077,13.90737648,5.979332684,188,56493,129146,361833,371605,481334,410546,22,18-30,Poor
02-04-2023,1528057,9.251633592,7.259781237,973,410182,139416,180090,107848,306182,260910,41,31-45,Poor
03-04-2023,8109474,15.04226541,3.48742739,325,278943,257323,305506,74685,278553,178104,50,46-60,Neutral
04-04-2023,6066287,7.123720279,6.129073353,242,75957,183703,277343,141517,433746,102291,54,46-60,Poor
05-04-2023,8145767,16.03717406,7.437235834,807,447333,179140,109496,169180,252856,370641,59,46-60,Excellent
06-04-2023,5132154,14.6845958,8.539473188,790,149057,148567,452198,315624,203988,374113,26,18-30,Poor
07-04-2023,5246523,19.56862749,5.072498657,153,324645,483668,407578,287918,493175,319334,47,46-60,Neutral
08-04-2023,2870115,18.66853045,7.73071497,295,182260,373340,384543,65860,259754,253156,31,31-45,Neutral
09-04-2023,4761003,9.249542948,3.716046746,828,490459,325974,330476,118578,373058,110245,38,31-45,Neutral
10-04-2023,7090409,5.409748591,2.917420721,588,475329,205668,129525,298596,401750,133312,37,31-45,Excellent
11-04-2023,3214442,14.83052842,2.685823715,944,302868,93484,153482,369374,353113,246386,31,31-45,Excellent
12-04-2023,4362734,14.04331084,4.229854586,397,368783,144756,202560,369170,492740,88267,33,31-45,Excellent
13-04-2023,7095196,5.411431531,1.322917136,529,290053,337916,398207,56564,169603,119812,61,61+,Good
14-04-2023,2405146,6.840162938,3.546926539,636,116332,317260,128483,332156,481900,419068,38,31-45,Neutral
15-04-2023,4555306,13.77052557,6.87000542,678,293724,393983,442468,104169,475606,286874,39,31-45,Neutral
16-04-2023,1361470,18.67740896,6.831271424,774,120681,266125,272619,275488,484638,274150,30,18-30,Poor
17-04-2023,4105217,18.59750415,1.661984258,599,236901,173085,356353,338485,385182,105875,29,18-30,Excellent
18-04-2023,9389111,7.272275819,3.586740554,723,493228,51636,331376,499974,487573,175803,63,61+,Poor
19-04-2023,9159754,10.7686092,6.126018982,940,152475,484806,435137,358985,375013,336679,42,31-45,Good
20-04-2023,4337295,5.648042965,3.866969238,305,254783,404482,167031,404728,112058,389733,45,31-45,Good
21-04-2023,4792127,12.0390777,4.761892218,979,117050,57811,279081,355479,242089,345678,59,46-60,Neutral
22-04-2023,7702688,16.2962519,7.415296814,236,65451,196295,103685,105155,450868,250952,39,31-45,Excellent
23-04-2023,8401971,16.84959067,1.083401465,507,415384,191653,146521,148314,347001,141807,50,46-60,Good
24-04-2023,5402873,12.484842,3.487541897,378,364230,333063,66545,262219,365644,393814,41,31-45,Good
25-04-2023,3015346,6.438045121,2.281350194,544,98393,133018,107847,79527,486685,417609,43,31-45,Neutral
26-04-2023,1127744,10.72045963,2.148482645,776,174463,492657,325491,407610,454306,396864,64,61+,Excellent
27-04-2023,5442464,18.9815294,9.631361948,370,126969,183676,183706,491991,491942,253962,70,61+,Excellent
28-04-2023,8740016,8.444188348,4.389042984,540,51369,441816,306457,306253,430941,252401,68,61+,Excellent
29-04-2023,9880449,9.796316749,5.743797264,327,326212,181279,448317,289157,210633,439763,32,31-45,Good
30-04-2023,9976308,16.20240763,7.604396984,226,174131,274998,137686,100653,353024,83739,69,61+,Poor
01-05-2023,8127873,16.00371183,1.427027274,369,484874,189535,469186,205776,152995,375251,54,46-60,Excellent
02-05-2023,1488371,18.68303432,3.169203747,919,320260,217518,67893,414051,301433,162533,55,46-60,Poor
03-05-2023,1508062,10.82178036,8.489330086,859,224759,413916,68703,299955,495197,97487,36,31-45,Good
04-05-2023,6309763,12.71898086,8.757915519,951,355597,62671,405506,345201,444711,370497,60,46-60,Neutral
05-05-2023,7229084,12.01088692,4.356558286,586,474453,321620,72489,153992,153075,88984,25,18-30,Neutral
06-05-2023,7139611,18.91628257,4.373754397,647,304083,317130,156975,319537,356656,365274,59,46-60,Excellent
07-05-2023,3359699,16.53995883,7.812071894,254,448580,420302,422894,125404,115876,153794,50,46-60,Good
08-05-2023,9415832,17.4716267,3.655632041,756,246698,471806,479983,292812,233054,248351,23,18-30,Excellent
09-05-2023,5933274,6.996474032,2.05384673,871,127622,458742,304155,483589,295440,120080,54,46-60,Excellent
10-05-2023,7294941,16.87770039,3.317819052,998,126925,92001,241258,404100,170791,354983,53,46-60,Neutral
11-05-2023,4519927,11.49468149,4.486102585,118,197927,365386,262984,134613,176285,304979,50,46-60,Excellent
12-05-2023,8677160,5.350080242,1.469842386,524,405064,56803,69733,109171,130214,265629,43,31-45,Excellent
13-05-2023,3962530,5.901325291,5.308122288,157,496850,101446,126942,341480,194244,441018,45,31-45,Excellent
14-05-2023,6074032,15.1686191,7.660067615,522,497494,61905,274775,239786,102019,383643,35,31-45,Good
15-05-2023,1468586,10.58018662,5.6237063,874,444327,440439,211731,456201,465122,162036,40,31-45,Neutral
16-05-2023,6437131,18.0217336,1.647058065,647,279973,52461,492759,324158,271911,418070,29,18-30,Excellent
17-05-2023,3578747,16.01409701,4.961346682,822,108251,287321,290982,451590,434660,371922,25,18-30,Poor
18-05-2023,2170350,5.325200175,7.380141472,943,241330,108687,451167,266578,405668,185528,63,61+,Poor
19-05-2023,9685464,15.30332468,1.522869886,759,454624,186745,433663,203371,240284,405336,44,31-45,Good
20-05-2023,6721587,7.885287091,1.538624708,201,467218,489988,376561,403657,213518,263255,21,18-30,Poor
21-05-2023,5518522,11.33873853,4.335412629,175,133274,441004,265765,470547,451166,165376,27,18-30,Excellent
22-05-2023,1196019,14.37102803,2.754675677,679,418325,125956,215078,448800,294714,208219,42,31-45,Excellent
23-05-2023,8761418,18.09076762,9.413027122,165,389818,299127,236936,456181,318983,109980,52,46-60,Excellent
24-05-2023,1833289,11.84146833,6.232092434,914,389107,132863,274132,396913,470662,246891,20,18-30,Poor
25-05-2023,9176208,17.12735681,3.585928595,833,380069,341708,312884,464035,120592,94065,42,31-45,Poor
26-05-2023,5418156,16.74448494,7.342990562,250,65360,381836,406139,176092,291299,352703,68,61+,Poor
27-05-2023,5199631,11.21807769,4.374361462,885,414523,62251,302230,340926,265619,204514,67,61+,Good
28-05-2023,4228403,12.51470245,2.189040799,536,180167,391200,474315,160463,454075,153969,69,61+,Good
29-05-2023,2271059,15.50727515,3.135090069,889,274834,263157,421483,397991,415992,219728,47,46-60,Good
30-05-2023,2981736,5.46722652,6.78472556,167,460063,445121,321871,138434,464985,123210,52,46-60,Poor
31-05-2023,1674165,18.36217121,1.466884954,334,438962,495424,172179,372917,406754,273060,60,46-60,Excellent
01-06-2023,6796023,16.54724239,3.45420136,814,359709,243166,246976,204896,391961,111477,30,18-30,Excellent
02-06-2023,4936287,8.741238221,2.874803299,844,329600,459950,420911,326254,185348,186111,31,31-45,Good
03-06-2023,9195590,19.7176993,2.810215996,774,383126,294796,207605,228779,289707,109529,54,46-60,Neutral
04-06-2023,3896557,7.690855289,7.144861708,197,263465,470102,284285,138512,187524,360406,33,31-45,Excellent
05-06-2023,6739366,18.71130011,8.432352251,108,284359,244683,211480,317969,242180,407231,65,61+,Excellent
06-06-2023,8519191,9.867101875,7.442799473,603,411386,217149,153523,184560,480381,248721,56,46-60,Good
07-06-2023,9839535,16.44720065,6.811550342,860,392383,317805,377449,379575,366025,131686,48,46-60,Neutral
08-06-2023,1147621,11.8456489,9.248065946,589,264302,53838,419738,380588,339077,253937,70,61+,Poor
09-06-2023,9515174,16.04701081,1.525531424,526,89959,92073,286980,116947,142202,416443,50,46-60,Neutral
10-06-2023,8891943,7.336745719,2.507347774,326,327202,191450,458254,186529,350549,298597,21,18-30,Neutral
11-06-2023,5808208,9.042596876,4.729661701,852,232564,451274,420031,258182,251808,300725,27,18-30,Neutral
12-06-2023,3232921,6.497867367,4.352064792,686,102672,125113,494015,289511,418767,275399,55,46-60,Excellent
13-06-2023,6402197,17.97715972,4.762464427,116,296846,294571,125759,299759,159434,271124,36,31-45,Good
14-06-2023,3836605,9.444394817,2.858094145,662,390535,401950,99061,350360,242181,116409,42,31-45,Neutral
15-06-2023,1852005,15.41714344,2.34552984,327,106849,346028,469470,143230,188979,239152,36,31-45,Good
16-06-2023,8393627,17.30331797,5.582739227,805,466704,435157,207794,58847,433329,239267,68,61+,Poor
17-06-2023,4699924,18.52127355,9.352472717,891,262380,209599,331352,269284,159056,277264,70,61+,Poor
18-06-2023,5580061,6.59445673,4.527725161,337,269724,223259,372784,222381,323819,226681,21,18-30,Good
19-06-2023,9582390,18.395224,1.390178927,480,148563,286338,136090,326802,318000,99535,35,31-45,Excellent
20-06-2023,3237063,7.958791666,7.355506086,882,379336,481951,236133,270000,292180,203828,39,31-45,Good
21-06-2023,5290845,16.05353017,3.61994415,486,290523,197053,332309,439022,303925,273616,33,31-45,Poor
22-06-2023,3752312,15.93273529,3.205855066,768,144391,438133,405620,460743,420081,128637,20,18-30,Poor
23-06-2023,3092138,5.127547126,3.918322006,353,159615,112457,462728,79676,176567,252736,66,61+,Good
24-06-2023,4090106,8.309358625,7.514339715,407,416738,470296,183051,459997,345971,297484,18,18-30,Excellent
25-06-2023,6383900,12.37862772,8.369374482,921,252521,323941,405953,50645,310571,154405,59,46-60,Good
26-06-2023,4894978,11.3005206,6.292504606,413,123509,369200,449828,147476,263075,123872,62,61+,Poor
27-06-2023,2709809,18.7786022,3.902308783,400,198047,338601,76763,390380,367652,354329,29,18-30,Good
28-06-2023,6929701,10.39611304,3.794304098,217,170555,201989,449238,205062,423299,448850,57,46-60,Neutral
29-06-2023,2252682,19.05475572,2.118775149,944,92392,321015,109750,68618,173658,343540,21,18-30,Poor
30-06-2023,8691268,11.89143978,9.399709434,149,63305,462269,256376,111859,386653,345604,49,46-60,Neutral
01-07-2023,1491358,19.46529345,6.743254591,889,126215,133050,209127,257572,352239,444801,69,61+,Good
02-07-2023,8367123,16.06032215,1.242771579,663,465177,264395,123368,108827,387641,262386,42,31-45,Excellent
03-07-2023,2906179,17.44001887,6.961303857,280,312372,240487,436493,409533,159383,87676,32,31-45,Good
04-07-2023,1708359,6.573153325,5.024380818,642,393323,88398,436003,175114,230053,117312,34,31-45,Good
05-07-2023,3513058,13.7921215,9.753021667,426,157864,278136,198711,146726,143159,214220,40,31-45,Neutral
06-07-2023,2355760,7.140505397,8.371619423,602,133544,125058,242104,178077,408958,223344,21,18-30,Neutral
07-07-2023,3546564,9.464315031,2.541841784,595,204546,317174,50299,305935,303956,277435,46,46-60,Excellent
08-07-2023,1965415,14.35348109,7.48100007,345,53979,51381,169209,445178,206246,82655,18,18-30,Excellent
09-07-2023,3272786,15.89338557,5.370094035,701,96343,459969,440521,440517,107945,398007,47,46-60,Good
10-07-2023,4494403,5.58775673,2.683406473,642,50739,186164,146190,482457,217926,141045,51,46-60,Neutral
11-07-2023,9983533,12.96415597,7.288659166,201,462774,365090,424677,438220,232565,387661,50,46-60,Good
12-07-2023,5329623,13.47970979,5.926488208,329,349961,137620,395344,483467,292589,154227,24,18-30,Excellent
13-07-2023,7781982,6.182419957,1.273364909,487,495015,392237,194100,112397,478409,416933,42,31-45,Neutral
14-07-2023,8271001,12.51032051,6.819291555,708,273254,437514,75437,382095,373331,290161,51,46-60,Poor
15-07-2023,7797166,15.7076342,6.714883809,678,433268,451783,54589,105770,344501,134322,19,18-30,Excellent
16-07-2023,2461505,5.798409273,2.296766449,803,350298,261224,385813,295224,116696,443944,70,61+,Excellent
17-07-2023,9957445,16.40401664,4.140889543,310,213344,265752,286008,81545,328191,131141,35,31-45,Poor
18-07-2023,9834457,13.64639757,6.273090737,748,87339,471082,393139,320849,139454,90716,25,18-30,Good
19-07-2023,7513414,17.49840812,2.249047127,529,163591,215783,462384,304285,218763,140644,48,46-60,Good
20-07-2023,2381815,8.270938593,8.674510401,438,260868,165645,375989,322848,121602,205650,35,31-45,Poor
21-07-2023,9357100,17.49910526,1.247374417,283,187666,229815,385078,475335,117619,430643,18,18-30,Neutral
22-07-2023,9766089,6.418414629,1.925536735,155,63185,337530,335236,78671,435442,298496,24,18-30,Poor
23-07-2023,6671912,11.05744545,2.044962279,861,437058,335157,302933,333347,258926,280788,44,31-45,Poor
24-07-2023,2467448,7.992271873,5.752964134,381,193644,297293,193449,131927,276754,212454,25,18-30,Good
25-07-2023,6723349,18.14031248,6.58102611,671,155784,56885,168847,432647,288155,290970,49,46-60,Good
26-07-2023,4535990,15.57379724,4.633667169,227,460785,156905,255911,404259,493171,215239,61,61+,Poor
27-07-2023,5502371,5.380426657,3.598001449,816,381897,476037,403312,324595,145628,328926,54,46-60,Excellent
28-07-2023,2173761,5.142850334,8.283856381,825,198591,195117,96635,205588,135171,197323,51,46-60,Neutral
29-07-2023,1472923,9.368738817,1.614573854,738,81953,68780,150604,423516,138789,445993,27,18-30,Poor
30-07-2023,4003110,7.149246714,3.52262675,607,69804,468766,105402,170102,418716,306895,36,31-45,Excellent
31-07-2023,7992581,14.45456716,1.352040209,683,126286,139771,270961,146613,336110,161117,36,31-45,Neutral
01-08-2023,1781550,14.95695401,1.125011215,315,67275,390521,392945,125856,178019,171730,28,18-30,Good
02-08-2023,4810373,19.12926355,4.180418982,189,254490,360428,152295,310869,452517,239895,33,31-45,Excellent
03-08-2023,8575456,19.28059887,2.753412962,413,292462,372382,394577,370786,430049,140972,68,61+,Good
04-08-2023,7610683,14.88345058,3.415292694,332,112068,359328,152535,227048,495683,154963,59,46-60,Neutral
05-08-2023,3534424,5.085126693,8.388524417,844,375488,241695,320456,462546,394385,134534,66,61+,Neutral
06-08-2023,1980549,10.38496875,2.466820866,674,390428,464521,134767,137656,273966,366265,49,46-60,Excellent
07-08-2023,4955867,12.6971227,8.022100304,987,172750,90021,112263,84612,219115,151736,23,18-30,Good
08-08-2023,1153233,12.48769635,7.075455608,346,344745,267831,214957,430443,179143,291369,22,18-30,Good
09-08-2023,9324926,14.05010944,3.938009726,541,470791,440590,356095,212862,342344,233198,33,31-45,Good
10-08-2023,5606170,19.40827224,5.919005307,998,102705,355328,420263,441992,396966,141581,37,31-45,Poor
11-08-2023,6521968,18.27789038,4.999920488,234,367365,68942,221701,399750,247989,299703,39,31-45,Excellent
12-08-2023,1793978,6.633620502,2.155557839,981,213441,205786,478222,200521,331495,368267,34,31-45,Good
13-08-2023,4259585,8.989705871,9.164667896,101,94617,101672,417048,255902,380051,131036,70,61+,Neutral
14-08-2023,6512231,17.49664126,6.126561708,260,370459,162437,206450,213328,274218,420999,65,61+,Neutral
15-08-2023,8018838,17.36460363,8.922160412,239,178240,136557,335537,411127,316449,226662,55,46-60,Poor
16-08-2023,7584822,9.130560862,8.414438606,403,327461,355345,188238,319334,266429,265396,66,61+,Good
17-08-2023,6065039,15.95882046,1.717983328,559,368253,375440,152677,226565,303700,278792,63,61+,Poor
18-08-2023,8874337,15.08056068,2.865435994,920,471534,234051,418594,192633,139512,102701,39,31-45,Poor
19-08-2023,9944132,12.10285947,2.307350029,813,293154,138549,379151,463647,331316,283611,37,31-45,Poor
20-08-2023,5595184,8.02182429,8.477015795,224,91239,395401,386698,341761,447800,383322,67,61+,Neutral
21-08-2023,5486369,18.32964771,8.762019638,984,330226,389961,341760,194643,280296,185734,24,18-30,Good
22-08-2023,9746133,15.16776776,5.751743588,446,374664,64008,473987,421463,367501,379262,42,31-45,Good
23-08-2023,7109421,7.534893873,1.937602653,693,454295,110196,198884,409075,297953,105387,57,46-60,Good
24-08-2023,4941550,15.57203517,2.220549567,423,52884,314438,175323,312153,488436,137613,34,31-45,Neutral
25-08-2023,4572721,16.12150579,8.321939312,506,274469,69061,104026,164291,241050,388810,64,61+,Poor
26-08-2023,7995404,18.30320428,9.362711229,568,217419,105733,303683,291821,113616,250207,41,31-45,Excellent
27-08-2023,9354849,8.342588829,2.795281166,263,253803,148376,196101,130739,436903,109554,28,18-30,Good
28-08-2023,9352183,19.83131158,1.100238188,961,379931,221076,381986,224863,460417,304389,27,18-30,Excellent
29-08-2023,2602844,7.300901338,3.978576146,339,199812,130625,325321,309229,478838,122146,26,18-30,Excellent
30-08-2023,8981280,14.01033338,1.274494507,312,164297,434151,469817,302223,371566,180037,47,46-60,Poor
31-08-2023,3853428,14.85764758,8.451774245,248,62815,437902,461917,307899,239674,263191,29,18-30,Good
01-09-2023,5087040,11.28429343,5.423610315,683,377321,232365,56688,251929,110497,358600,60,46-60,Neutral
02-09-2023,4480634,12.12556563,6.776747009,202,223963,234754,198462,365512,483626,281650,64,61+,Poor
03-09-2023,5020143,18.36365145,4.703363885,282,364710,436830,403100,388058,320205,284669,59,46-60,Good
04-09-2023,5867590,14.67911344,4.109567923,604,354112,60237,87879,98847,409373,403549,43,31-45,Neutral
05-09-2023,3114773,12.45501437,2.999803718,795,210985,323838,401513,387899,168628,298595,39,31-45,Poor
06-09-2023,7171551,6.925243437,7.934792923,624,390584,398616,82492,145491,430271,343021,29,18-30,Good
07-09-2023,9197709,5.110064378,7.25992826,479,104860,453684,200743,215296,462950,142718,66,61+,Neutral
08-09-2023,2173180,6.874529272,4.24656086,843,180134,199533,176383,148347,305461,400244,61,61+,Poor
09-09-2023,1340920,19.34276851,3.890045209,761,330606,386206,432272,90094,322413,297285,23,18-30,Excellent
10-09-2023,2047346,16.46130174,1.011185908,874,478698,431587,151165,177791,119476,89642,27,18-30,Poor
11-09-2023,9423639,19.50674491,1.57196917,123,444554,128000,361934,275377,434741,442988,29,18-30,Neutral
12-09-2023,8634322,5.535630646,6.609299724,800,193854,126599,386364,176489,443841,276215,56,46-60,Neutral
13-09-2023,1508186,15.20330606,5.631465792,232,397753,261352,77574,453302,429353,309457,68,61+,Poor
14-09-2023,3891582,5.664402896,4.91322884,149,318758,63064,121261,143893,191200,392627,28,18-30,Poor
15-09-2023,9503227,16.73084703,8.447520167,794,443957,456805,455065,90544,324832,407437,34,31-45,Good
16-09-2023,1958012,10.71425259,5.53508384,125,473426,234396,494543,404542,163575,417594,33,31-45,Good
17-09-2023,4615292,6.436480402,4.460442233,749,116269,182004,277401,300330,339528,438773,63,61+,Poor
18-09-2023,6360854,13.52069963,2.451307128,110,326088,460235,170283,462171,107308,325299,65,61+,Excellent
19-09-2023,1293245,9.201802949,8.386192074,907,51806,105835,212243,359804,209941,391652,21,18-30,Neutral
20-09-2023,8076908,14.89360913,6.186234251,201,456501,465373,149789,305367,352419,187815,36,31-45,Good
21-09-2023,6584788,14.87262139,1.832139693,110,421018,102381,213723,123736,395411,211651,70,61+,Excellent
22-09-2023,9762588,15.57511211,6.840085582,211,126993,67574,449797,121168,460773,354731,36,31-45,Neutral
23-09-2023,6862494,19.88697618,4.825636709,705,248361,491528,245839,84630,310337,146181,23,18-30,Poor
24-09-2023,5458330,10.80046565,8.302476012,871,90126,82779,234767,231457,129224,259542,21,18-30,Good
25-09-2023,4315755,11.97973212,9.270231373,869,392267,422642,186293,266117,220721,282871,40,31-45,Poor
26-09-2023,3157117,17.06917552,6.404192319,266,449073,474104,173438,316855,428567,227000,48,46-60,Excellent
27-09-2023,7928700,13.67555035,7.584515374,820,83792,161422,102900,211943,207491,434489,47,46-60,Good
28-09-2023,5414170,5.55885816,1.509317628,506,157978,338169,141081,314601,438912,123591,25,18-30,Poor
29-09-2023,3269784,17.6461778,6.042299095,144,399828,451276,262735,303961,337311,374045,48,46-60,Excellent
30-09-2023,3652783,5.772480229,7.798059805,941,366505,214288,186104,388876,395840,173411,56,46-60,Excellent
01-10-2023,1870375,7.562302047,5.470859345,816,86322,385341,482410,390519,160312,219571,69,61+,Good
02-10-2023,9503762,6.531199505,6.341950806,458,256579,412944,86777,89467,432083,228490,54,46-60,Good
03-10-2023,1134961,6.168906993,9.09053367,653,192980,376761,261703,456383,114992,401710,33,31-45,Neutral
04-10-2023,4633448,5.38527313,2.782896148,384,114627,252493,202779,57157,351186,336772,40,31-45,Poor
05-10-2023,9931872,5.82541571,1.884218568,499,301976,443642,172965,422501,239062,357390,70,61+,Poor
06-10-2023,1285160,11.63658784,7.215792518,550,244715,286475,268435,52714,144215,183425,33,31-45,Neutral
07-10-2023,4955713,8.79278405,8.40564015,711,464418,75491,211692,339361,290070,376647,31,31-45,Good
08-10-2023,8010154,6.898053251,8.654411697,543,142228,331697,252915,352276,444688,408621,19,18-30,Excellent
09-10-2023,9245901,14.88058314,6.774800474,487,120102,193990,177852,408797,327618,211421,18,18-30,Good
10-10-2023,2708372,8.39167866,8.498920764,455,372027,324657,479112,130792,366488,434942,19,18-30,Good
11-10-2023,3245311,5.28423733,7.305977852,883,146555,197902,87069,368515,413667,278013,34,31-45,Good
12-10-2023,6268308,11.27629676,1.786392243,524,442335,240326,295036,368932,343130,415144,31,31-45,Neutral
13-10-2023,4088689,9.65649488,7.858391571,105,129558,225767,439910,321727,252155,224580,38,31-45,Good
14-10-2023,8956365,9.77906647,2.614237206,653,421605,211243,443149,354186,236188,177565,38,31-45,Excellent
15-10-2023,6479892,11.67905042,3.129484083,995,224792,183322,160549,402549,159660,190123,42,31-45,Good
16-10-2023,3352891,15.03370891,4.551855643,540,351806,106263,170097,127807,469917,409225,18,18-30,Good
17-10-2023,7398825,14.2471868,3.831103597,455,339174,112114,395010,380515,403790,108957,38,31-45,Poor
18-10-2023,3131501,19.05892415,3.894865645,864,89850,52681,298968,189085,320619,218968,30,18-30,Neutral
19-10-2023,8540597,12.76574999,2.523335718,687,441747,133321,109337,303715,104610,185634,36,31-45,Excellent
20-10-2023,8377390,12.08854865,3.644839424,653,291322,184479,118976,390919,280756,215360,42,31-45,Poor
21-10-2023,1576772,8.201216528,1.17696331,962,174825,351673,51545,210612,160519,101150,69,61+,Excellent
22-10-2023,2099413,16.33071933,5.25619852,367,397432,361045,180867,349117,399409,430021,55,46-60,Neutral
23-10-2023,9988229,7.111636643,7.917318629,991,347541,67427,226684,293229,497068,190540,64,61+,Good
24-10-2023,7305281,12.36699335,8.760226323,316,368238,179463,364803,379834,459366,185139,52,46-60,Neutral
25-10-2023,4078684,11.31983298,8.383857031,163,402784,71747,474696,119459,119788,311961,33,31-45,Excellent
26-10-2023,7626047,14.87451318,4.748119471,541,201688,63555,344941,343702,107724,363235,70,61+,Neutral
27-10-2023,9814140,18.76432205,7.57383833,790,246406,405274,289039,158350,411869,211972,54,46-60,Poor
28-10-2023,9722019,19.19893387,3.591016967,640,187733,246999,146480,269076,281789,388846,29,18-30,Excellent
29-10-2023,7570879,7.516989007,1.500062254,374,238101,73263,471552,352174,146026,361869,40,31-45,Good
30-10-2023,1699583,8.927258274,7.083743729,569,207119,252592,414127,348780,241069,108722,68,61+,Good
31-10-2023,4366752,17.1745298,6.839165483,315,482259,186199,261372,250398,411732,293119,63,61+,Neutral
01-11-2023,6401952,12.77419644,8.214664559,964,227514,154893,107872,159528,110695,98059,24,18-30,Excellent
02-11-2023,5114730,11.79551853,6.54495586,912,373522,373597,115661,272028,143422,98161,37,31-45,Good
03-11-2023,7111262,15.65938179,2.412024625,665,338087,158930,349820,278823,425586,281773,61,61+,Poor
04-11-2023,9583499,14.02887429,8.678461528,977,84487,370533,209504,113566,232470,432489,36,31-45,Good
05-11-2023,7764489,19.56071082,6.645275092,691,124769,455728,449858,363303,208050,90687,33,31-45,Good
06-11-2023,7928435,13.75961978,8.268487291,293,119023,375866,495626,247881,435371,424647,30,18-30,Excellent
07-11-2023,2720562,11.9896074,7.966964083,811,467775,447253,222685,368169,176479,441914,54,46-60,Neutral
08-11-2023,3644742,13.14226043,3.680780385,112,383524,143159,147651,308386,441606,88694,69,61+,Poor
09-11-2023,6878445,17.12809725,1.670976774,321,484735,187926,177113,207752,422417,250590,37,31-45,Neutral
10-11-2023,5449754,14.19012585,2.588539682,804,308975,206805,140061,159463,145817,207260,23,18-30,Excellent
11-11-2023,9492420,14.70572137,1.835761009,495,61416,274811,227488,324578,423315,441603,43,31-45,Good
